DLC,DATA0,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,ATTACK_TYPE
8,0,0,0,0,8,20,24,80,Normal
8,19,21,21,30,8,8e,6e,18,Normal
8,0,0,0,0,0,5,7,38,Normal
8,19,80,0,ff,fc,7f,7,63,Normal
8,5,80,0,0,34,7f,7,6b,Normal
8,0,0,0,0,4,25,27,cc,Normal
8,9,80,0,ff,36,80,0b,a8,Normal
8,0a,80,0,ff,12,80,0c,2a,Normal
8,5,80,0,0,30,7f,0c,a2,Normal
8,0,0,0,0,4,29,2c,74,Normal
8,5,22,58,9,22,21,0,6f,Normal
8,17,80,0,ff,18,80,0f,5d,Normal
8,17,80,0,0,3b,7f,0f,6,Normal
8,0,0,0,0,0a,22,2f,d4,Normal
8,17,80,0,ff,f7,7f,0,b1,Normal
8,fb,7f,0,0,2c,7f,0,8d,Normal
8,0,0,0,0,0c,32,20,de,Normal
8,0d,80,0,ff,ee,7f,2,c1,Normal
8,f2,7f,0,0,33,7f,2,a6,Normal
8,0,0,0,0,10,29,22,cc,Normal
8,18,80,0,ff,27,80,5,7d,Normal
8,17,80,0,0,40,7f,5,1c,Normal
8,20,80,0,ff,12,80,8,59,Normal
8,9,80,0,0,3f,7f,8,eb,Normal
8,0,0,0,0,6,2,28,f8,Normal
8,20,80,0,ff,19,80,9,c4,Normal
8,0,80,0,0,40,7f,9,b7,Normal
8,0,0,0,0,8,5,29,15,Normal
8,1a,80,0,ff,2,80,0a,c5,Normal
8,ee,7f,0,0,3e,7f,0a,c9,Normal
8,16,80,0,ff,f4,7f,0b,af,Normal
8,e9,7f,0,0,40,7f,0b,1b,Normal
8,11,80,0,ff,3e,80,0e,a6,Normal
8,5,80,0,0,33,7f,0e,14,Normal
8,0a,80,0,ff,10,80,2,8f,Normal
8,5,80,0,0,33,7f,2,88,Normal
8,0,0,0,0,1a,33,22,b5,Normal
8,0,0,0,0,4,20,29,0b,Normal
8,5c,85,64,9,0,1f,2,0,Normal
8,15,80,0,ff,ff,7f,0b,c8,Normal
8,11,80,0,ff,10,80,0c,a5,Normal
8,f7,7f,0,0,41,7f,0c,7f,Normal
8,fb,7f,0,0,47,7f,0d,dc,Normal
8,0,0,0,0,2,20,25,92,Normal
8,0,0,0,0,0,0,9,ff,Normal
8,17,80,0,0,47,7f,9,0a,Normal
8,0,0,0,0,6,26,29,bd,Normal
8,0,80,0,0,40,7f,0a,90,Normal
8,0,0,0,0,8,29,2a,30,Normal
8,f2,7f,0,0,30,7f,0c,8c,Normal
8,0,0,0,0,0c,2f,2c,cd,Normal
8,fb,7f,0,0,27,7f,3,2a,Normal
8,10,80,0,ff,f8,7f,8,51,Normal
8,f7,7f,0,0,27,7f,8,5e,Normal
8,7f,89,0,0,24,0,0,0,Normal
8,10,80,0,ff,f1,7f,9,cf,Normal
8,0,80,0,0,25,7f,9,6e,Normal
8,16,80,0,ff,4,80,0a,7b,Normal
8,17,80,0,0,22,7f,0a,f4,Normal
8,0,0,0,0,10,27,2a,cb,Normal
8,17,80,0,ff,12,80,0b,26,Normal
8,9,80,0,0,1e,7f,0b,73,Normal
8,0,0,0,0,12,25,2b,4d,Normal
8,12,80,0,ff,8,80,0c,56,Normal
8,ee,7f,0,0,26,7f,0c,93,Normal
8,0,0,0,0,14,21,2c,36,Normal
8,10,80,0,ff,fb,7f,0d,b4,Normal
8,f2,7f,0,0,36,7f,0d,94,Normal
8,0,0,0,0,16,0,2d,11,Normal
8,0,0,0,0,0,2,0e,34,Normal
8,13,80,0,ff,7,80,0e,b7,Normal
8,9,80,0,0,48,7f,0e,67,Normal
8,0,0,0,0,2,20,2e,5d,Normal
8,15,80,0,ff,22,80,0f,c0,Normal
8,5,80,0,0,4b,7f,0f,4d,Normal
8,0,0,0,0,4,0,2f,30,Normal
8,13,80,0,ff,35,80,0,3a,Normal
8,fb,7f,0,0,33,7f,0,13,Normal
8,0,0,0,0,2,13,20,ee,Normal
8,12,80,0,ff,23,80,1,67,Normal
8,fb,7f,0,0,19,7f,1,31,Normal
8,12,80,0,ff,0,80,2,fc,Normal
8,0,80,0,0,0d,7f,2,9d,Normal
8,0,0,0,0,6,33,22,a7,Normal
8,5c,85,74,9,0,1f,2,0,Normal
8,7f,89,0,0,24,0,0,0,Normal
8,5,20,94,68,76,0,0,af,Normal
8,11,80,0,ff,f7,7f,3,45,Normal
8,fb,7f,0,0,1c,7f,3,82,Normal
8,0,0,0,0,8,22,23,4b,Normal
8,11,80,0,ff,0b,80,4,d5,Normal
8,0,80,0,0,39,7f,4,fd,Normal
8,11,80,0,ff,18,80,5,5c,Normal
8,11,80,0,ff,7,80,6,e5,Normal
8,0,80,0,0,4d,7f,6,89,Normal
8,11,80,0,ff,ff,7f,7,3d,Normal
8,0,80,0,0,46,7f,7,14,Normal
8,0,0,0,0,10,28,27,e9,Normal
8,13,80,0,ff,1d,80,8,ee,Normal
8,18,80,0,ff,42,80,9,38,Normal
8,17,80,0,0,46,7f,9,85,Normal
8,1f,80,0,ff,2d,80,0b,5a,Normal
8,5,80,0,0,3a,7f,0b,fe,Normal
8,0,0,0,0,18,24,2b,0e,Normal
8,5c,85,70,9,0,1f,2,0,Normal
8,0,0,0,0,2,20,2d,7a,Normal
8,0,0,0,0,0,4,0f,9c,Normal
8,0e,80,0,ff,30,80,0f,57,Normal
8,0,80,0,0,40,7f,0f,f9,Normal
8,0,0,0,0,6,20,2f,46,Normal
8,19,21,22,30,8,8e,6e,6,Normal
8,14,0,0,0,0,0,0,0,Normal
8,5,20,64,68,77,0,0,5e,Normal
8,5,21,68,9,21,21,0,6f,Normal
8,16,80,0,ff,21,80,0,10,Normal
8,1b,80,0,0,39,7f,0,5,Normal
8,0,0,0,0,8,20,20,f4,Normal
8,19,21,21,30,8,8e,6d,19,Normal
8,1b,80,0,ff,12,80,1,4f,Normal
8,17,80,0,0,37,7f,1,aa,Normal
8,5,20,84,68,77,0,0,be,Normal
8,8,0,0,0,0,0,0,0,Normal
8,1d,80,0,ff,1f,80,2,3e,Normal
8,5,80,0,0,42,7f,2,4f,Normal
8,14,0,0,0,0,0,0,0,Normal
8,5,20,94,68,77,0,0,ae,Normal
8,0,0,0,0,0,5,3,4c,Normal
8,1b,80,0,ff,37,80,3,cc,Normal
8,fb,7f,0,0,4e,7f,3,f9,Normal
8,0,0,0,0,4,25,23,b8,Normal
8,4,0,9a,1d,97,2,bd,0,Normal
8,5,20,a4,68,77,0,0,9e,Normal
8,0,0,0,0,0,5,4,1f,Normal
8,1a,80,0,ff,41,80,4,8f,Normal
8,fb,7f,0,0,46,7f,4,a6,Normal
8,0,0,0,0,6,27,24,70,Normal
8,0,0,0,0,0,5,5,2,Normal
8,19,80,0,ff,2a,80,5,a5,Normal
8,fb,7f,0,0,33,7f,5,7a,Normal
8,0,0,0,0,8,20,25,9d,Normal
8,17,80,0,ff,8,80,6,b0,Normal
8,f7,7f,0,0,24,7f,6,74,Normal
8,12,80,0,ff,7,80,7,1f,Normal
8,ee,7f,0,0,23,7f,7,d5,Normal
8,5,20,e4,68,77,0,0,de,Normal
8,0,0,0,0,0,6,8,57,Normal
8,0e,80,0,ff,20,80,8,1c,Normal
8,ee,7f,0,0,2d,7f,8,67,Normal
8,0f,80,0,ff,26,80,9,59,Normal
8,0,80,0,0,37,7f,9,75,Normal
8,0,0,0,0,6,32,29,24,Normal
8,0,40,60,ff,7d,d1,8,0,Normal
8,5,20,4,68,77,0,0,3e,Normal
8,29,27,27,23,0,0,0,9a,Normal
8,0,0,0,0,0,6,0a,6d,Normal
8,19,21,21,30,8,8e,6c,3c,Normal
8,0f,80,0,ff,4,80,0a,4d,Normal
8,0,80,0,0,38,7f,0a,d4,Normal
8,0,0,0,0,8,21,2a,6a,Normal
8,0,40,60,ff,7d,d2,8,0,Normal
8,0d,80,0,ff,f0,7f,0b,25,Normal
8,f7,7f,0,0,34,7f,0b,ed,Normal
8,0,0,0,0,0a,22,2b,a0,Normal
8,19,21,21,30,8,8e,6c,9,Normal
8,0d,80,0,ff,5,80,0c,36,Normal
8,0,80,0,0,3b,7f,0c,16,Normal
8,19,21,21,30,8,8e,6c,1a,Normal
8,14,0,0,0,0,0,0,0,Normal
8,0,0,0,0,0,6,0d,3e,Normal
8,10,80,0,ff,23,80,0d,41,Normal
8,0e,80,0,0,47,7f,0d,48,Normal
8,5,21,74,9,21,21,0,6f,Normal
8,5,20,44,68,77,0,0,7e,Normal
8,11,80,0,ff,23,80,0e,3b,Normal
8,5,80,0,0,45,7f,0e,59,Normal
8,0,0,0,0,10,29,2e,50,Normal
8,0,40,60,ff,7d,cf,8,0,Normal
8,5,20,54,68,77,0,0,6e,Normal
8,11,80,0,ff,2,80,0f,99,Normal
8,0,80,0,0,34,7f,0f,b7,Normal
8,0,0,0,0,12,0,2f,2d,Normal
8,4,0,9a,1d,97,2,bd,0,Normal
8,0,0,0,0,0,7,0,f3,Normal
8,11,80,0,ff,ec,7f,0,fa,Normal
8,0,80,0,0,26,7f,0,17,Normal
8,0,0,0,0,2,20,20,fb,Normal
8,0,0,0,0,0,7,1,ee,Normal
8,12,80,0,ff,6,80,1,de,Normal
8,5,80,0,0,2b,7f,1,bb,Normal
8,0,0,0,0,4,0,21,96,Normal
8,18,80,0,ff,3c,80,2,b6,Normal
8,12,80,0,0,3a,7f,2,3c,Normal
8,0,0,0,0,2,12,22,98,Normal
8,1d,80,0,ff,49,80,3,5e,Normal
8,17,80,0,0,42,7f,3,51,Normal
8,0,0,0,0,4,0f,23,0f,Normal
8,20,80,0,ff,24,80,4,e8,Normal
8,9,80,0,0,45,7f,4,30,Normal
8,0,0,0,0,6,2,24,64,Normal
8,1d,80,0,ff,2,80,5,f0,Normal
8,f2,7f,0,0,44,7f,5,37,Normal
8,0,0,0,0,8,5,25,89,Normal
8,13,80,0,ff,7,80,6,5f,Normal
8,e0,7f,0,0,45,7f,6,9c,Normal
8,d8,5a,0,89,0,0,0,0,Normal
8,0d,80,0,ff,28,80,7,4c,Normal
8,e0,7f,0,0,3f,7f,7,c6,Normal
8,0,0,0,0,0c,14,27,4d,Normal
8,9,80,0,ff,47,80,8,48,Normal
8,f2,7f,0,0,29,7f,8,63,Normal
8,0,0,0,0,0e,33,28,79,Normal
8,0d,80,0,ff,3b,80,9,7e,Normal
8,0e,80,0,0,18,7f,9,c2,Normal
8,0,0,0,0,10,2,29,f8,Normal
8,12,80,0,ff,14,80,0a,0a,Normal
8,17,80,0,0,1c,7f,0a,d5,Normal
8,7f,89,0,0,23,0,0,0,Normal
8,5,20,14,68,77,0,0,2e,Normal
8,16,80,0,ff,9,80,0b,e3,Normal
8,12,80,0,0,2c,7f,0b,d4,Normal
8,0,0,0,0,14,13,2b,3c,Normal
8,5,20,24,68,77,0,0,1e,Normal
8,16,80,0,ff,15,80,0c,a2,Normal
8,0,80,0,0,38,7f,0c,9a,Normal
8,0,0,0,0,16,3,2c,d8,Normal
8,15,80,0,ff,1a,80,0d,de,Normal
8,fb,7f,0,0,39,7f,0d,9d,Normal
8,10,80,0,ff,4,80,0e,dc,Normal
8,ee,7f,0,0,39,7f,0e,37,Normal
8,0,0,0,0,1a,33,2e,29,Normal
8,9,80,0,ff,f5,7f,0f,b1,Normal
8,e0,7f,0,0,3d,7f,0f,2d,Normal
8,0,0,0,0,1c,7,2f,dd,Normal
8,7,80,0,ff,0f,80,0,cd,Normal
8,fb,7f,0,0,47,7f,0,5d,Normal
8,0,0,0,0,1e,0d,20,a7,Normal
8,5,20,74,68,76,0,0,4f,Normal
8,0e,80,0,ff,39,80,1,72,Normal
8,20,80,0,0,4d,7f,1,b5,Normal
8,19,21,21,30,8,8e,6d,3b,Normal
8,15,80,0,ff,49,80,2,91,Normal
8,1b,80,0,0,48,7f,2,f8,Normal
8,11,80,0,ff,28,80,3,3a,Normal
8,f7,7f,0,0,41,7f,3,c4,Normal
8,9,80,0,ff,f4,7f,4,f1,Normal
8,0,0,0,0,2,27,24,76,Normal
8,5,80,0,ff,f3,7f,5,dd,Normal
8,e9,7f,0,0,39,7f,5,76,Normal
8,0,0,0,0,4,20,25,97,Normal
8,5,21,68,9,21,21,0,6f,Normal
8,5,20,c4,68,77,0,0,fe,Normal
8,6,80,0,ff,15,80,6,c9,Normal
8,5,80,0,0,32,7f,6,73,Normal
8,5,20,d4,68,77,0,0,ee,Normal
8,0a,80,0,ff,26,80,7,cb,Normal
8,12,80,0,0,2e,7f,7,4b,Normal
8,0,0,0,0,8,28,27,fd,Normal
8,5,20,e4,68,77,0,0,de,Normal
8,0e,80,0,ff,18,80,8,38,Normal
8,9,80,0,0,37,7f,8,e7,Normal
8,0,0,0,0,0,9,9,e9,Normal
8,0a,80,0,ff,0d,80,9,dd,Normal
8,f2,7f,0,0,41,7f,9,22,Normal
8,0,0,0,0,0c,29,29,11,Normal
8,5,20,4,68,77,0,0,3e,Normal
8,0b,80,0,ff,1c,80,0a,30,Normal
8,5,80,0,0,4b,7f,0a,24,Normal
8,13,80,0,ff,34,80,0b,7a,Normal
8,20,80,0,0,46,7f,0b,e7,Normal
8,0,0,0,0,10,33,2b,4f,Normal
8,1e,80,0,ff,36,80,0c,cc,Normal
8,25,80,0,0,33,7f,0c,41,Normal
8,0,0,0,0,12,23,2c,ab,Normal
8,5,20,34,68,77,0,0,0e,Normal
8,20,80,0,ff,1b,80,0d,b3,Normal
8,0e,80,0,0,25,7f,0d,1b,Normal
8,0,0,0,0,14,22,2d,ff,Normal
8,1a,80,0,ff,ff,7f,0e,fd,Normal
8,e9,7f,0,0,23,7f,0e,ae,Normal
8,0,0,0,0,16,22,2e,db,Normal
8,11,80,0,ff,6,80,0f,9f,Normal
8,d7,7f,0,0,2b,7f,0f,68,Normal
8,0,0,0,0,18,27,2f,ae,Normal
8,0f,80,0,ff,24,80,0,af,Normal
8,f7,7f,0,0,30,7f,0,24,Normal
8,0,0,0,0,1a,0,20,9a,Normal
8,11,80,0,ff,2d,80,1,89,Normal
8,9,80,0,0,2b,7f,1,0,Normal
8,15,80,0,ff,16,80,2,6f,Normal
8,0e,80,0,0,2a,7f,2,26,Normal
8,0,40,60,ff,7e,d8,8,0,Normal
8,17,80,0,ff,0c,80,3,df,Normal
8,9,80,0,0,33,7f,3,2e,Normal
8,0,0,0,0,2,29,23,ca,Normal
8,1a,80,0,ff,27,80,4,da,Normal
8,0e,80,0,0,3d,7f,4,fa,Normal
8,0,0,0,0,4,25,24,eb,Normal
8,1b,80,0,ff,43,80,5,cc,Normal
8,9,80,0,0,3a,7f,5,e3,Normal
8,1d,80,0,ff,3c,80,6,f6,Normal
8,5,80,0,0,33,7f,6,fc,Normal
8,0,0,0,0,8,29,26,ac,Normal
8,1d,80,0,ff,15,80,7,58,Normal
8,0,80,0,0,2e,7f,7,48,Normal
8,0,40,60,ff,7e,da,8,0,Normal
8,ff,0,0,0,ff,da,8,0,Normal
8,18,80,0,ff,fb,7f,8,0f,Normal
8,ee,7f,0,0,33,7f,8,76,Normal
8,13,80,0,ff,0f,80,9,e8,Normal
8,ee,7f,0,0,40,7f,9,af,Normal
8,12,80,0,ff,31,80,0a,b3,Normal
8,0,80,0,0,4e,7f,0a,99,Normal
8,0,0,0,0,10,0b,2a,c9,Normal
8,15,80,0,ff,31,80,0b,20,Normal
8,9,80,0,0,54,7f,0b,1c,Normal
8,16,80,0,ff,16,80,0c,2e,Normal
8,0,80,0,0,53,7f,0c,4a,Normal
8,0,0,0,0,14,20,2c,7a,Normal
8,13,80,0,ff,9,80,0d,99,Normal
8,f7,7f,0,0,53,7f,0d,79,Normal
8,0,0,0,0,16,20,2d,64,Normal
8,19,21,21,30,8,8e,6d,2a,Normal
8,12,80,0,ff,15,80,0e,f1,Normal
8,fb,7f,0,0,53,7f,0e,e5,Normal
8,12,80,0,ff,29,80,0f,ce,Normal
8,0,80,0,0,47,7f,0f,73,Normal
8,0f,80,0,ff,2d,80,0,2c,Normal
8,f2,7f,0,0,32,7f,0,13,Normal
8,0a,80,0,ff,16,80,1,ad,Normal
8,ee,7f,0,0,27,7f,1,9d,Normal
8,7,80,0,ff,5,80,2,f8,Normal
8,f7,7f,0,0,2c,7f,2,0c,Normal
8,9,80,0,ff,0e,80,3,64,Normal
8,9,80,0,0,39,7f,3,21,Normal
8,10,80,0,ff,20,80,4,38,Normal
8,1b,80,0,0,45,7f,4,33,Normal
8,0,0,0,0,0c,20,24,86,Normal
8,15,80,0,ff,16,80,5,3c,Normal
8,17,80,0,0,47,7f,5,96,Normal
8,0,0,0,0,0e,25,25,f9,Normal
8,18,80,0,ff,fa,7f,6,26,Normal
8,9,80,0,0,45,7f,6,0a,Normal
8,0,0,0,0,10,27,26,57,Normal
8,16,80,0,ff,f9,7f,7,b6,Normal
8,f7,7f,0,0,40,7f,7,3f,Normal
8,0,0,0,0,12,25,27,d1,Normal
8,12,80,0,ff,1f,80,8,b0,Normal
8,f2,7f,0,0,37,7f,8,72,Normal
8,0,0,0,0,14,21,28,42,Normal
8,12,80,0,ff,3c,80,9,11,Normal
8,0,80,0,0,31,7f,9,70,Normal
8,0,0,0,0,16,0,29,65,Normal
8,17,80,0,ff,37,80,0a,82,Normal
8,12,80,0,0,31,7f,0a,54,Normal
8,0,0,0,0,2,20,2a,29,Normal
8,0,0,0,0,0,2,0b,5d,Normal
8,1d,80,0,ff,1b,80,0b,cd,Normal
8,1b,80,0,0,36,7f,0b,4c,Normal
8,0,0,0,0,4,0,2b,44,Normal
8,1f,80,0,ff,8,80,0c,b0,Normal
8,9,80,0,0,3d,7f,0c,9c,Normal
8,0,0,0,0,2,13,2c,72,Normal
8,19,80,0,ff,13,80,0d,e6,Normal
8,e9,7f,0,0,41,7f,0d,da,Normal
8,0,0,0,0,4,3,2d,de,Normal
8,10,80,0,ff,26,80,0e,ef,Normal
8,db,7f,0,0,3e,7f,0e,5f,Normal
8,0,0,0,0,6,33,2e,3b,Normal
8,9,80,0,ff,1f,80,0f,6f,Normal
8,e0,7f,0,0,34,7f,0f,ae,Normal
8,7,80,0,ff,5,80,0,c2,Normal
8,fb,7f,0,0,34,7f,0,99,Normal
8,0,0,0,0,0a,21,20,bb,Normal
8,5,20,74,68,77,0,0,4e,Normal
8,9,80,0,ff,4,80,1,51,Normal
8,9,80,0,0,44,7f,1,d6,Normal
8,0,0,0,0,0c,23,21,3b,Normal
8,0e,80,0,ff,23,80,2,42,Normal
8,0e,80,0,0,55,7f,2,e8,Normal
8,0,0,0,0,0e,22,22,53,Normal
8,10,80,0,ff,37,80,3,f9,Normal
8,9,80,0,0,53,7f,3,7e,Normal
8,15,80,0,ff,22,80,4,0f,Normal
8,12,80,0,0,3d,7f,4,f8,Normal
8,0,0,0,0,12,33,24,f7,Normal
8,18,80,0,ff,fa,7f,5,1,Normal
8,0e,80,0,0,2a,7f,5,75,Normal
8,10,80,0,ff,df,7f,6,4d,Normal
8,e0,7f,0,0,20,7f,6,45,Normal
8,5c,85,70,9,0,1f,2,0,Normal
8,6,80,0,ff,ec,7f,7,9e,Normal
8,d2,7f,0,0,29,7f,7,b7,Normal
8,0,0,0,0,18,24,27,92,Normal
8,0,80,0,ff,6,80,8,28,Normal
8,ee,7f,0,0,3b,7f,8,7a,Normal
8,5,80,0,ff,0b,80,9,84,Normal
8,12,80,0,0,45,7f,9,3d,Normal
8,0,0,0,0,2,20,29,0e,Normal
8,8,0,0,0,0,0,0,0,Normal
8,0,0,0,0,0,4,0a,f5,Normal
8,10,80,0,ff,0,80,0a,ae,Normal
8,29,80,0,0,48,7f,0a,7c,Normal
8,0,0,0,0,4,20,2a,2c,Normal
8,13,80,0,ff,0,80,0b,54,Normal
8,12,80,0,0,4c,7f,0b,84,Normal
8,19,21,21,30,8,8e,6c,9,Normal
8,14,0,0,0,0,0,0,0,Normal
8,0,0,0,0,0,4,0c,bb,Normal
8,12,80,0,ff,14,80,0c,44,Normal
8,fb,7f,0,0,4d,7f,0c,ce,Normal
8,0,0,0,0,8,20,2c,68,Normal
8,10,80,0,ff,27,80,0d,47,Normal
8,f7,7f,0,0,42,7f,0d,ee,Normal
8,4,0,a5,1,0,0,0,0,Normal
8,11,80,0,ff,26,80,0e,b2,Normal
8,0,0,0,0,0,5,0f,d0,Normal
8,13,80,0,ff,13,80,0f,b4,Normal
8,9,80,0,0,1e,7f,0f,7,Normal
8,0,0,0,0,4,25,2f,24,Normal
8,5,20,64,68,77,0,0,5e,Normal
8,13,80,0,ff,0b,80,0,1b,Normal
8,0,80,0,0,1f,7f,0,bc,Normal
8,0,0,0,0,6,27,20,4,Normal
8,5c,85,70,9,0,1f,2,0,Normal
8,5,20,74,68,77,0,0,4e,Normal
8,0,0,0,0,0,5,1,76,Normal
8,13,80,0,ff,1c,80,1,94,Normal
8,0,80,0,0,2a,7f,1,0,Normal
8,0,0,0,0,8,20,21,e9,Normal
8,0,40,60,ff,7d,d5,8,0,Normal
8,15,80,0,ff,31,80,2,d5,Normal
8,5,80,0,0,36,7f,2,1,Normal
8,0,40,60,ff,7d,d6,8,0,Normal
8,17,80,0,ff,26,80,3,e0,Normal
8,9,80,0,0,3b,7f,3,22,Normal
8,0,0,0,0,2,20,23,dc,Normal
8,0,40,60,ff,7d,d4,8,0,Normal
8,19,80,0,ff,fa,7f,4,41,Normal
8,5,80,0,0,3a,7f,4,45,Normal
8,0,0,0,0,4,29,24,9c,Normal
8,0,40,60,ff,7d,d3,8,0,Normal
8,19,80,0,ff,e5,7f,5,c2,Normal
8,0,80,0,0,37,7f,5,e9,Normal
8,0,0,0,0,6,32,25,b8,Normal
8,16,80,0,ff,f9,7f,6,ab,Normal
8,f2,7f,0,0,34,7f,6,58,Normal
8,0,0,0,0,8,21,26,f6,Normal
8,0,40,60,ff,7d,d0,8,0,Normal
8,15,80,0,ff,19,80,7,80,Normal
8,fb,7f,0,0,2a,7f,7,db,Normal
8,0,0,0,0,0a,22,27,3c,Normal
8,16,80,0,ff,22,80,8,74,Normal
8,5,80,0,0,19,7f,8,65,Normal
8,0,0,0,0,0c,32,28,36,Normal
8,17,80,0,ff,12,80,9,1c,Normal
8,5,80,0,0,1a,7f,9,f4,Normal
8,0,0,0,0,0e,22,29,9c,Normal
8,15,80,0,ff,9,80,0a,19,Normal
8,17,80,0,ff,15,80,0b,ac,Normal
8,9,80,0,0,4a,7f,0b,0d,Normal
8,0,0,0,0,12,0,2b,59,Normal
8,1b,80,0,ff,18,80,0c,c1,Normal
8,0e,80,0,0,54,7f,0c,c1,Normal
8,0,0,0,0,2,20,2c,67,Normal
8,0,0,0,0,0,7,0d,72,Normal
8,17,80,0,ff,0,80,0d,73,Normal
8,ee,7f,0,0,4f,7f,0d,5d,Normal
8,0,0,0,0,4,0,2d,0a,Normal
8,0e,80,0,ff,e7,7f,0e,39,Normal
8,e0,7f,0,0,42,7f,0e,fe,Normal
8,0,0,0,0,2,12,2e,4,Normal
8,5,20,54,68,77,0,0,6e,Normal
8,8,80,0,ff,f4,7f,0f,63,Normal
8,e9,7f,0,0,3a,7f,0f,28,Normal
8,0,0,0,0,4,0f,2f,93,Normal
8,9,80,0,ff,28,80,0,76,Normal
8,5,80,0,0,3b,7f,0,be,Normal
8,0,0,0,0,6,2,20,10,Normal
8,0e,80,0,ff,47,80,1,33,Normal
8,12,80,0,0,3b,7f,1,94,Normal
8,0,0,0,0,8,5,21,fd,Normal
8,15,80,0,ff,37,80,2,d0,Normal
8,17,80,0,0,38,7f,2,0b,Normal
8,0,0,0,0,0a,12,22,94,Normal
8,17,80,0,ff,19,80,3,4e,Normal
8,0e,80,0,0,32,7f,3,2f,Normal
8,0,0,0,0,0c,14,23,39,Normal
8,16,80,0,ff,0d,80,4,5e,Normal
8,fb,7f,0,0,32,7f,4,e8,Normal
8,f2,7f,0,0,39,7f,5,fa,Normal
8,11,80,0,ff,24,80,6,59,Normal
8,fb,7f,0,0,3b,7f,6,51,Normal
8,13,80,0,ff,18,80,7,dc,Normal
8,18,80,0,ff,0f,80,8,c0,Normal
8,0e,80,0,0,3f,7f,8,65,Normal
8,0,0,0,0,16,3,28,ac,Normal
8,1b,80,0,ff,1d,80,9,21,Normal
8,0e,80,0,0,48,7f,9,ba,Normal
8,0,0,0,0,18,8,29,36,Normal
8,1d,80,0,ff,39,80,0a,e3,Normal
8,5,80,0,0,4b,7f,0a,24,Normal
8,1b,80,0,ff,3d,80,0b,2b,Normal
8,fb,7f,0,0,45,7f,0b,91,Normal
8,0,0,0,0,1c,7,2b,a9,Normal
8,19,80,0,ff,1b,80,0c,f7,Normal
8,f7,7f,0,0,37,7f,0c,32,Normal
8,0,0,0,0,1e,0d,2c,3b,Normal
8,17,80,0,ff,f8,7f,0d,b6,Normal
8,f7,7f,0,0,32,7f,0d,a6,Normal
8,18,80,0,ff,f3,7f,0e,4d,Normal
8,5,80,0,0,3f,7f,0e,1e,Normal
8,0,0,0,0,22,8,2e,42,Normal
8,18,80,0,ff,14,80,0f,0b,Normal
8,0,80,0,0,56,7f,0f,e4,Normal
8,18,80,0,ff,35,80,0,0f,Normal
8,0,80,0,0,5c,7f,0,50,Normal
8,0,0,0,0,2,27,20,2,Normal
8,19,21,21,30,8,8e,6d,2a,Normal
8,16,80,0,ff,2e,80,1,8b,Normal
8,f7,7f,0,0,53,7f,1,e5,Normal
8,0,0,0,0,4,20,21,e3,Normal
8,10,80,0,ff,0f,80,2,c0,Normal
8,e9,7f,0,0,4b,7f,2,6e,Normal
8,0,0,0,0,6,21,22,8b,Normal
8,0b,80,0,ff,8,80,3,db,Normal
8,ee,7f,0,0,4b,7f,3,fd,Normal
8,0,0,0,0,8,28,23,89,Normal
8,d8,59,0,8b,0,0,0,0,Normal
8,0a,80,0,ff,24,80,4,ef,Normal
8,fb,7f,0,0,51,7f,4,34,Normal
8,0,0,0,0,0a,26,24,36,Normal
8,0e,80,0,ff,35,80,5,0c,Normal
8,0e,80,0,0,47,7f,5,a0,Normal
8,0,0,0,0,0c,29,25,8d,Normal
8,10,80,0,ff,22,80,6,1,Normal
8,9,80,0,0,2d,7f,6,56,Normal
8,0,0,0,0,0e,29,26,a9,Normal
8,10,80,0,ff,8,80,7,23,Normal
8,0,80,0,0,1d,7f,7,ec,Normal
8,0f,80,0,ff,0f,80,8,f7,Normal
8,fb,7f,0,0,1e,7f,8,4e,Normal
8,0,0,0,0,12,23,28,df,Normal
8,0e,80,0,ff,29,80,9,82,Normal
8,fb,7f,0,0,30,7f,9,6a,Normal
8,0e,80,0,ff,34,80,0a,38,Normal
8,0,80,0,0,41,7f,0a,1f,Normal
8,0,0,0,0,16,22,2a,af,Normal
8,11,80,0,ff,1d,80,0b,73,Normal
8,0e,80,0,0,4a,7f,0b,83,Normal
8,0,0,0,0,18,27,2b,da,Normal
8,15,80,0,ff,1,80,0c,5b,Normal
8,0e,80,0,0,42,7f,0c,dc,Normal
8,0,0,0,0,0,0a,0d,49,Normal
8,13,80,0,ff,6,80,0d,1f,Normal
8,fb,7f,0,0,30,7f,0d,1e,Normal
8,0,0,0,0,2,20,2d,7a,Normal
8,0,0,0,0,0,0a,0e,6e,Normal
8,11,80,0,ff,21,80,0e,38,Normal
8,f7,7f,0,0,23,7f,0e,16,Normal
8,0,0,0,0,4,0,2e,2d,Normal
8,11,80,0,ff,29,80,0f,29,Normal
8,0,80,0,0,24,7f,0f,af,Normal
8,15,80,0,ff,18,80,0,5c,Normal
8,0e,80,0,0,2b,7f,0,93,Normal
8,0,0,0,0,4,25,20,9f,Normal
8,16,80,0,ff,6,80,1,b7,Normal
8,9,80,0,0,31,7f,1,17,Normal
8,17,80,0,ff,8,80,2,c4,Normal
8,5,80,0,0,3b,7f,2,84,Normal
8,0,0,0,0,8,29,22,d8,Normal
8,18,80,0,ff,1d,80,3,14,Normal
